date,product_id,sales,category,region,price,discount,rating,views,clicks,cost_price,selling price,predicted price,country
2024-05-14,P002,43,E,East,38.47,19.07,3,4029,339,19.4,31.133771,38.4700000001157,Myanmar
2024-05-15,P020,67,D,West,50.14,9.8,4,2285,387,40.34,45.22628,50.13999999982476,Afghanistan
2024-05-16,P018,44,D,South,72.55,13.58,3,4911,26,58.97,62.69771,72.5499999997692,Sri Lanka
2024-05-17,P009,49,E,West,24.36,11.79,2,3669,230,12.57,21.487956,24.359999999950592,Afghanistan
2024-05-18,P020,60,C,North,32.95,14.58,4,2788,93,18.370000000000005,28.14589,32.949999999923726,India
2024-05-19,P001,40,D,North,96.54,27.54,5,2507,36,69.0,69.95288400000001,96.5399999998974,Nepal
2024-05-20,P003,54,D,South,88.92,31.02,4,4031,180,57.900000000000006,61.337016000000006,88.92000000001039,Sri Lanka
2024-05-21,P017,65,B,North,29.12,9.47,1,175,458,19.65,26.362336,29.120000000175448,Nepal
2024-05-22,P011,36,C,South,61.57,18.09,5,4245,244,43.48,50.431987,61.56999999978341,Maldives
2024-05-23,P008,54,B,East,28.32,8.23,4,886,467,20.09,25.989264,28.31999999996488,Myanmar
2024-05-24,P012,55,E,East,59.51,27.32,1,3390,107,32.19,43.251868,59.51000000016595,Bangladesh
2024-05-25,P011,60,A,East,42.92,6.43,4,2060,285,36.49,40.160244,42.919999999981485,Bangladesh
2024-05-26,P013,40,E,West,42.62,9.68,5,2878,212,32.94,38.494384,42.61999999972971,Afghanistan
2024-05-27,P015,39,C,South,67.16,28.39,2,2353,141,38.77,48.093276,67.16000000000662,Sri Lanka
2024-05-28,P020,57,E,South,32.67,10.73,2,1199,349,21.94,29.164509,32.67000000003676,Sri Lanka
2024-05-29,P017,55,C,West,46.38,11.24,4,1860,399,35.14,41.166888,46.379999999857056,Afghanistan
2024-05-30,P012,55,B,West,93.27,47.24,1,3436,486,46.03,49.20925199999999,93.2700000001304,Afghanistan
2024-05-31,P019,56,D,North,77.98,24.05,5,4698,379,53.93000000000001,59.22581,77.9799999998043,Nepal
2024-06-01,P020,45,E,North,44.5,6.58,4,2901,56,37.92,41.5719,44.49999999985002,Nepal
2024-06-02,P011,55,E,East,30.72,13.1,5,3618,83,17.619999999999997,26.69568,30.719999999901336,Bangladesh
2024-06-03,P010,55,D,West,69.31,16.8,4,3371,484,52.510000000000005,57.66592,69.30999999986179,Pakistan
2024-06-04,P017,45,E,West,82.69,33.0,2,4935,49,49.69,55.4023,82.68999999984155,Pakistan
2024-06-05,P013,71,E,West,87.47,33.18,3,2776,18,54.29,58.447454,87.46999999994992,Pakistan
2024-06-06,P016,57,A,South,60.79,3.56,5,2597,292,57.23,58.625876,60.78999999980939,Sri Lanka
2024-06-07,P020,40,A,North,56.51,7.93,4,656,361,48.58,52.028757,56.50999999999814,Nepal
2024-06-08,P020,59,D,West,74.77,7.2,4,4851,272,67.57,69.38656,74.7699999996409,Iran
2024-06-09,P017,43,B,East,25.82,5.17,4,1918,210,20.65,24.485106,25.8199999999774,Thailand
2024-06-10,P005,60,E,South,86.69,26.67,3,3779,464,60.02,63.569777,86.69000000004706,Maldives
2024-06-11,P009,64,E,West,16.65,3.63,4,2749,374,13.02,16.045605,16.64999999986029,Pakistan
2024-06-12,P004,44,B,North,64.27,7.47,2,1133,58,56.8,59.469031,64.27000000000731,Bhutan
2024-06-13,P009,62,E,West,63.07,9.7,4,4508,19,53.370000000000005,56.95221,63.06999999982885,Pakistan
2024-06-14,P016,57,B,North,37.96,4.68,1,3107,445,33.28,36.183472,37.96000000009304,Nepal
2024-06-15,P007,61,D,North,13.19,3.47,5,321,45,9.72,12.732307,13.18999999983348,Nepal
2024-06-16,P014,71,D,North,74.61,15.75,5,2999,459,58.86,62.858925,74.60999999987905,India
2024-06-17,P014,50,B,East,12.18,4.54,3,3603,169,7.64,11.627028,12.18000000000172,Bangladesh
2024-06-18,P007,45,B,East,26.17,13.48,5,1098,468,12.69,22.642284,26.16999999992213,Thailand
2024-06-19,P016,44,C,North,58.98,22.32,2,1547,48,36.66,45.815664,58.98000000006371,Nepal
2024-06-20,P018,44,A,South,94.6,11.58,1,855,169,83.02,83.64532,94.60000000010903,Indonesia
2024-06-21,P006,52,A,West,15.93,5.31,3,1671,240,10.62,15.084117,15.92999999995229,Afghanistan
2024-06-22,P007,56,E,South,62.09,13.19,5,3688,184,48.900000000000006,53.900329,62.0899999998428,Maldives
2024-06-23,P019,55,E,South,39.6,0.85,4,417,367,38.75,39.2634,39.59999999992189,Indonesia
2024-06-24,P008,61,B,West,70.25,34.83,5,3705,348,35.42,45.781925,70.24999999989888,Pakistan
2024-06-25,P001,53,B,East,95.76,9.49,2,1463,204,86.27000000000001,86.672376,95.7600000000272,Bangladesh
2024-06-26,P017,67,A,South,34.17,14.86,5,2923,450,19.31,29.092338,34.169999999861936,Indonesia
2024-06-27,P019,50,E,South,96.03,26.09,5,2073,389,69.94,70.975773,96.02999999981652,Maldives
2024-06-28,P007,80,A,West,88.36,28.98,2,4355,322,59.38,62.753272,88.36000000011481,Iran
2024-06-29,P018,59,D,South,64.64,23.92,1,3259,177,40.72,49.178112,64.640000000041,Indonesia
2024-06-30,P006,44,A,South,78.24,4.38,4,1760,185,73.86,74.813088,78.23999999988101,Indonesia
2024-07-01,P006,42,A,East,87.84,43.73,5,4091,339,44.11000000000001,49.42756800000001,87.84000000006131,Bangladesh
2024-07-02,P001,58,B,South,82.31,20.2,4,3830,382,62.11,65.68338,82.310000000022,Maldives
2024-07-03,P010,51,E,North,39.4,6.43,5,800,371,32.97,36.86658,39.39999999984133,India
2024-07-04,P008,60,D,East,83.13,19.0,1,479,45,64.13,67.33529999999999,83.13000000008165,Bangladesh
2024-07-05,P007,58,A,West,38.22,3.16,1,572,92,35.06,37.012248,38.2200000000471,Afghanistan
2024-07-06,P009,52,A,West,88.04,45.62,5,3303,17,42.42000000000001,47.876152000000005,88.03999999988758,Pakistan
2024-07-07,P001,44,B,West,32.99,8.51,5,2752,424,24.480000000000004,30.182551000000004,32.98999999987092,Afghanistan
2024-07-08,P011,38,C,South,61.5,23.8,4,1764,213,37.7,46.863,61.49999999989799,Sri Lanka
2024-07-09,P003,48,E,West,72.36,27.59,1,4863,363,44.77,52.395876,72.36000000014931,Afghanistan
2024-07-10,P018,61,E,North,48.32,6.3,4,3920,82,42.02,45.27584,48.31999999984177,India
2024-07-11,P006,55,E,East,80.47,24.5,2,209,45,55.97,60.754850000000005,80.46999999998417,Myanmar
2024-07-12,P011,41,A,North,93.28,28.75,3,2390,122,64.53,66.462,93.28000000001302,Bhutan
2024-07-13,P005,55,A,West,26.76,17.1,5,4756,375,9.66,22.184040000000003,26.75999999989791,Pakistan
2024-07-14,P020,57,A,South,13.01,1.31,5,1778,269,11.7,12.839569,13.009999999866446,Indonesia
2024-07-15,P004,44,C,South,66.39,23.57,4,4867,170,42.82,50.741877,66.38999999996935,Indonesia
2024-07-16,P008,55,A,West,64.2,10.67,5,4900,328,53.53,57.34986,64.19999999979802,Afghanistan
2024-07-17,P010,54,E,West,40.72,3.8,2,1870,467,36.92,39.17264,40.7199999999626,Afghanistan
2024-07-18,P003,42,E,West,80.69,9.8,1,2737,231,70.89,72.78238,80.69000000003044,Iran
2024-07-19,P013,57,B,South,84.35,16.36,2,3552,465,67.99,70.55033999999999,84.35000000000767,Maldives
2024-07-20,P017,59,C,North,39.88,9.09,5,3465,481,30.790000000000003,36.254908,39.879999999850135,Bhutan
2024-07-21,P005,64,D,East,71.4,14.28,4,3608,469,57.120000000000005,61.204080000000005,71.40000000003732,Thailand
2024-07-22,P008,64,A,West,67.78,11.2,1,1117,115,56.58,60.18864,67.78000000005224,Pakistan
2024-07-23,P019,39,D,North,40.84,20.0,2,3734,287,20.840000000000003,32.672000000000004,40.83999999997432,Bhutan
2024-07-24,P018,44,A,North,97.22,46.38,2,219,234,50.84,52.129364,97.22000000012147,India
2024-07-25,P001,58,C,North,41.18,19.77,4,3902,148,21.41,33.038714,41.18000000004737,Bhutan
2024-07-26,P004,58,C,West,65.83,12.5,5,2870,37,53.33,57.60125,65.8299999998379,Iran
2024-07-27,P018,58,E,South,44.21,10.45,1,3198,498,33.760000000000005,39.590055,44.210000000020194,Indonesia
2024-07-28,P014,92,C,North,11.06,3.11,1,1923,430,7.950000000000001,10.716034,11.060000000147156,India
2024-07-29,P011,59,D,North,18.25,4.93,5,2566,436,13.32,17.350275,18.24999999988392,India
2024-07-30,P009,65,D,North,30.91,11.49,1,697,111,19.42,27.358441,30.91000000008786,Nepal
2024-07-31,P013,63,C,East,83.1,25.19,3,454,218,57.91,62.16711,83.10000000001273,Bangladesh
2024-08-01,P017,60,D,North,49.79,27.82,1,995,191,21.97,35.938422,49.79000000014778,India
2024-08-02,P015,50,A,North,62.98,13.25,4,4447,385,49.73,54.63515,62.97999999988896,Bhutan
2024-08-03,P002,61,B,South,94.95,11.75,3,4216,152,83.2,83.793375,94.9500000000512,Indonesia
2024-08-04,P006,46,E,North,23.23,3.97,3,1278,415,19.26,22.307769,23.229999999967877,India
2024-08-05,P007,51,B,North,87.56,33.0,2,1857,392,54.56,58.6652,87.56000000008527,Bhutan
2024-08-06,P002,49,D,West,44.13,7.94,3,154,351,36.190000000000005,40.626078,44.12999999987522,Iran
2024-08-07,P013,54,E,South,40.37,1.47,5,3395,398,38.9,39.776561,40.36999999977023,Sri Lanka
2024-08-08,P010,77,B,North,66.3,35.42,1,599,64,30.879999999999995,42.81654,66.30000000011981,Bhutan
2024-08-09,P016,35,B,North,90.88,28.36,2,2208,233,62.52,65.106432,90.88000000005472,Bhutan
2024-08-10,P009,60,D,East,41.37,10.17,2,4630,456,31.2,37.162671,41.37000000013326,Thailand
2024-08-11,P008,37,E,East,78.53,30.83,4,3393,265,47.7,54.31920100000001,78.52999999999446,Myanmar
2024-08-12,P015,49,E,North,11.73,6.75,4,2417,99,4.98,10.938225,11.729999999901477,India
2024-08-13,P007,64,B,East,66.08,16.02,5,2184,73,50.06,55.493984,66.0799999999276,Myanmar
2024-08-14,P019,54,E,North,66.75,17.67,4,226,305,49.08,54.955275,66.74999999995833,Nepal
2024-08-15,P004,43,E,West,60.05,24.97,3,1562,216,35.08,45.055515,60.04999999992324,Pakistan
2024-08-16,P009,46,A,East,94.4,31.04,5,4486,69,63.36000000000001,65.09824,94.3999999999854,Bangladesh
2024-08-17,P019,60,D,West,94.47,24.61,1,2495,350,69.86,71.220933,94.47000000000808,Pakistan
2024-08-18,P002,46,D,North,40.79,26.91,5,1249,373,13.88,29.813411,40.78999999987356,India
2024-08-19,P007,56,A,East,51.07,5.2,1,4294,402,45.87,48.41436,51.07000000019019,Myanmar
2024-08-20,P019,54,B,North,81.31,3.74,4,1688,147,77.57000000000001,78.269006,81.30999999993676,Bhutan
2024-08-21,P006,47,C,South,85.95,30.88,3,2697,34,55.07000000000001,59.408640000000005,85.94999999999413,Sri Lanka
2024-08-22,P015,75,B,West,47.62,17.46,1,1684,145,30.16,39.305548,47.62000000007353,Afghanistan
2024-08-23,P007,60,A,South,41.41,3.17,1,2799,67,38.24,40.097303,41.41000000008529,Indonesia
2024-08-24,P006,33,E,West,83.86,20.39,5,545,393,63.47,66.760946,83.85999999977065,Iran
2024-08-25,P001,56,A,North,43.92,16.25,2,3186,98,27.67,36.783,43.92000000012789,Nepal
2024-08-26,P014,47,D,East,46.47,4.74,3,2181,348,41.73,44.267322,46.47000000000366,Myanmar
2024-08-27,P001,62,E,South,22.2,6.55,2,1884,433,15.65,20.7459,22.200000000035303,Indonesia
2024-08-28,P006,46,B,East,58.87,19.18,5,598,331,39.69,47.578734,58.869999999862266,Bangladesh
2024-08-29,P018,53,E,East,39.38,16.73,2,2793,86,22.65,32.791726000000004,39.3800000000687,Bangladesh
2024-08-30,P017,59,D,South,63.15,19.18,3,3855,409,43.97,51.03783,63.14999999990648,Indonesia
2024-08-31,P002,62,A,South,50.34,10.63,2,822,405,39.71,44.988858,50.339999999995975,Maldives
2024-09-01,P008,42,B,East,77.33,23.23,3,3047,329,54.1,59.366241,77.33000000006086,Thailand
2024-09-02,P002,51,C,North,35.0,3.62,3,2268,282,31.38,33.733,34.99999999999123,Bhutan
2024-09-03,P016,49,C,South,25.48,8.09,3,2094,223,17.39,23.418668,25.47999999994594,Sri Lanka
2024-09-04,P004,47,A,North,73.27,18.82,1,2947,497,54.45,59.480586,73.27000000017728,Nepal
2024-09-05,P002,72,B,North,44.57,13.09,4,2745,114,31.48,38.735787,44.56999999999569,Nepal
2024-09-06,P005,58,B,South,60.72,18.81,5,1463,145,41.91,49.298568,60.719999999845626,Maldives
2024-09-07,P017,41,E,North,94.7,41.42,5,1665,64,53.28,55.47526,94.69999999988404,Bhutan
2024-09-08,P002,63,A,West,53.57,21.72,4,4673,269,31.85,41.934596,53.570000000017465,Pakistan
2024-09-09,P014,75,E,North,23.72,11.06,3,2471,249,12.659999999999998,21.096568,23.720000000001743,Nepal
2024-09-10,P020,64,A,North,48.4,4.43,3,1054,112,43.97,46.25588,48.40000000005321,Nepal
